,experience,weeks,education,occupation_white,industry_yes,south_yes,smsa_yes,married_yes,gender_male,union_yes,ethnicity_other,wage_class
2078,17,47,12,0,0,1,0,1,1,1,1,high
2079,18,48,12,0,0,1,0,1,1,1,1,high
2080,11,50,12,0,1,1,1,1,1,0,0,average
2081,12,50,12,0,1,1,1,1,1,0,0,low
2082,13,50,12,0,1,1,1,1,1,0,0,high
2083,14,49,12,0,1,1,1,1,1,0,0,average
2084,15,48,12,1,1,1,1,0,1,0,0,low
2085,16,50,12,1,1,1,1,0,1,0,0,low
2086,17,50,12,1,1,1,1,0,1,0,0,low
2087,35,49,16,1,0,0,1,0,0,0,1,low
2088,36,50,16,1,0,0,1,0,0,0,1,low
2089,37,49,16,1,0,0,1,0,0,0,1,low
2090,38,50,16,1,0,0,1,0,0,0,1,low
2091,39,50,16,1,0,0,1,0,0,0,1,average
2092,40,50,16,1,0,0,1,0,0,0,1,average
2093,41,50,16,1,0,0,1,0,0,0,1,high
2094,33,51,12,0,0,0,0,1,1,0,1,low
2095,34,51,12,0,0,0,0,1,1,0,1,low
2096,35,51,12,0,0,0,0,1,1,0,1,low
2097,36,47,12,0,0,0,0,1,1,0,1,low
2098,37,49,12,0,0,0,0,1,1,0,1,average
2099,38,47,12,1,0,0,0,1,1,0,1,average
2100,39,47,12,0,0,0,0,1,1,0,1,average
2101,9,49,14,1,1,0,1,1,1,0,1,average
2102,10,49,14,1,1,0,1,1,1,0,1,average
2103,11,49,14,1,1,0,1,1,1,0,1,average
2104,12,48,14,1,1,0,1,1,1,0,1,high
2105,13,46,14,1,1,0,1,1,1,0,1,high
2106,14,46,14,1,1,0,1,1,1,0,1,very high
2107,15,48,14,1,1,0,1,1,1,0,1,very high
2108,11,36,17,1,0,0,1,1,1,1,1,low
2109,12,36,17,1,0,0,1,1,1,1,1,low
2110,13,37,17,1,0,0,1,1,1,1,1,average
2111,14,38,17,1,0,0,1,1,1,1,1,average
2112,15,35,17,1,0,0,1,1,1,1,1,high
2113,16,35,17,1,0,0,1,1,1,1,1,high
2114,17,36,17,1,0,0,1,1,1,1,1,high
2115,2,50,13,0,1,1,1,1,1,0,1,low
2116,3,50,13,0,1,1,1,1,1,0,1,low
2117,4,49,13,0,1,1,1,1,1,0,1,low
2118,5,49,13,0,1,1,1,1,1,0,1,very high
2119,6,51,13,0,1,1,1,1,1,0,1,average
2120,7,49,13,0,1,1,1,1,1,0,1,average
2121,8,48,13,0,1,1,1,1,1,0,1,high
2122,11,50,9,0,0,1,1,1,1,1,1,low
2123,12,51,9,0,0,1,1,1,1,1,1,low
2124,13,51,9,0,0,1,1,1,1,1,1,low
2125,14,51,9,0,0,1,1,1,1,1,1,average
2126,15,51,9,0,0,1,1,1,1,1,1,average
2127,16,51,9,0,0,1,1,1,1,1,1,average
2128,17,51,9,0,0,1,1,1,1,0,1,average
2129,18,50,16,1,0,0,1,1,1,0,1,high
2130,19,49,16,1,0,0,1,1,1,0,1,high
2131,20,49,16,1,0,0,1,1,1,0,1,very high
2132,21,49,16,1,0,0,1,1,1,0,1,very high
2133,22,50,16,1,0,0,1,1,1,0,1,high
2134,23,47,16,1,0,0,1,1,1,0,1,very high
2135,24,48,16,1,0,0,1,1,1,0,1,very high
2136,18,50,12,0,0,0,0,1,1,0,1,average
2137,19,50,12,0,0,0,0,1,1,0,1,average
2138,20,50,12,1,0,0,0,1,1,0,1,high
2139,21,49,12,0,0,0,0,1,1,0,1,average
2140,22,49,12,0,0,0,0,1,1,0,1,average
2141,23,49,12,0,0,0,0,1,1,0,1,low
2142,24,49,12,0,0,0,0,1,1,0,1,average
2143,3,47,8,0,1,0,0,1,1,1,1,average
2144,4,52,8,0,1,0,0,1,1,1,1,average
2145,5,50,8,0,1,0,0,1,1,1,1,average
2146,6,47,8,0,1,0,0,1,1,1,1,average
2147,7,49,8,0,1,0,0,1,1,1,1,high
2148,8,47,8,0,1,0,0,1,1,1,1,high
2149,9,51,8,0,1,0,0,1,1,1,1,very high
2150,27,46,11,0,1,0,1,1,1,1,1,average
2151,28,48,11,0,1,0,1,1,1,1,1,average
2152,29,46,11,0,1,0,1,1,1,1,1,average
2153,30,46,11,0,1,0,1,1,1,1,1,high
2154,31,46,11,0,1,0,1,1,1,1,1,high
2155,32,40,11,0,1,0,1,1,1,1,1,very high
2156,33,42,11,0,1,0,1,1,1,1,1,very high
2157,18,48,9,0,1,0,0,1,1,1,1,low
2158,19,44,9,0,1,0,0,1,1,1,1,low
2159,20,41,9,0,1,0,0,1,1,0,1,low
2160,21,33,9,0,1,0,0,1,1,0,1,low
2161,22,51,9,0,1,0,0,1,1,0,1,low
2162,23,38,9,0,1,0,0,1,1,0,1,low
2163,24,51,9,0,1,0,0,1,1,0,1,low
2164,13,50,12,0,1,0,0,1,1,1,1,low
2165,14,49,12,0,1,0,0,1,1,1,1,low
2166,15,36,12,0,1,0,0,1,1,1,1,average
2167,16,49,12,0,1,0,0,1,1,1,1,average
2168,17,49,12,0,1,0,0,1,1,1,1,high
2169,18,49,12,0,1,0,0,1,1,1,1,high
2170,19,48,12,0,1,0,0,1,1,1,1,high
2171,5,50,12,0,0,1,0,1,1,0,1,average
2172,6,50,12,0,0,1,0,1,1,0,1,average
2173,7,33,12,0,0,1,0,1,1,1,1,average
2174,8,49,12,0,0,1,0,1,1,1,1,high
2175,9,49,12,0,0,1,0,1,1,1,1,high
2176,10,42,12,0,0,1,0,1,1,1,1,high
2177,11,49,12,0,0,1,0,1,1,1,1,very high
2178,14,36,14,0,1,0,1,1,1,1,1,average
2179,15,49,14,1,1,0,1,1,1,1,1,average
2180,16,47,14,1,1,0,1,1,1,1,1,high
2181,17,49,14,1,1,0,1,1,1,1,1,high
2182,18,48,14,1,1,0,1,1,1,1,1,high
2183,19,49,14,0,1,0,1,1,1,1,1,average
2184,20,49,14,1,1,0,1,1,1,1,1,very high
2185,8,50,16,1,0,0,0,1,1,0,1,low
2186,9,50,16,1,0,0,0,1,1,0,1,low
2187,10,50,16,1,0,0,0,1,1,0,1,average
2188,11,49,16,1,0,0,0,1,1,0,1,average
2189,12,48,16,1,0,0,0,1,1,0,1,average
2190,13,48,16,1,0,0,0,1,1,0,1,average
2191,14,46,16,1,0,0,0,1,1,0,1,very high
2192,10,49,12,0,1,0,0,1,1,0,1,low
2193,11,50,12,0,0,0,0,1,1,1,1,low
2194,12,44,12,0,0,0,0,1,1,1,1,average
2195,13,50,12,0,0,0,0,1,1,1,1,average
2196,14,50,12,0,0,0,0,1,1,1,1,average
2197,15,49,12,0,0,0,0,1,1,1,1,high
2198,16,50,12,0,0,0,0,1,1,1,1,very high
2199,10,36,17,1,0,0,1,1,1,0,1,low
2200,11,47,17,1,0,0,0,1,1,0,1,average
2201,12,36,17,1,0,0,0,1,1,0,1,average
2202,13,47,17,1,0,0,0,1,1,0,1,average
2203,14,48,17,1,0,0,0,1,1,0,1,average
2204,15,38,17,1,0,0,0,1,1,0,1,average
2205,16,48,17,1,0,0,0,1,1,0,1,high
2206,30,51,17,1,1,0,0,1,1,0,1,high
2207,31,52,17,1,1,0,1,1,1,0,1,high
2208,32,49,17,1,1,0,0,1,1,0,1,very high
2209,33,50,17,1,1,0,0,1,1,0,1,very high
2210,34,49,17,1,1,0,0,1,1,0,1,very high
2211,35,50,17,1,1,0,0,1,1,0,1,very high
2212,36,50,17,1,1,0,0,1,1,0,1,very high
2213,12,43,12,0,0,0,0,1,1,0,1,low
2214,13,51,12,0,0,0,0,1,1,0,1,low
2215,14,35,12,0,0,0,0,0,1,0,1,average
2216,15,36,12,0,0,0,0,0,1,0,1,average
2217,16,50,12,0,0,0,0,1,1,0,1,low
2218,17,48,12,0,1,0,0,1,1,0,1,average
2219,18,26,12,0,0,0,0,1,1,0,1,low
2220,10,38,15,1,1,0,1,1,1,0,1,low
2221,11,49,15,1,1,0,1,1,1,0,1,average
2222,12,52,15,1,1,0,1,1,1,0,1,high
2223,13,48,15,0,1,0,1,1,1,1,1,average
2224,14,27,15,1,1,0,1,1,1,0,1,high
2225,15,50,15,1,1,0,1,1,1,0,1,average
2226,16,49,15,1,1,0,1,1,1,0,1,high
2227,24,47,12,0,1,1,1,1,1,1,1,average
2228,25,47,12,0,1,1,1,1,1,1,1,average
2229,26,44,12,0,1,1,1,1,1,1,1,average
2230,27,47,12,0,1,1,1,1,1,1,1,high
2231,28,47,12,0,1,1,1,1,1,1,1,high
2232,29,47,12,0,1,1,1,1,1,1,1,high
2233,30,40,12,0,1,1,1,1,1,1,1,very high
2234,20,50,6,0,1,1,1,1,1,0,0,low
2235,21,48,6,0,1,1,1,1,1,0,0,low
2236,22,50,6,0,1,1,1,1,1,0,0,low
2237,23,50,6,0,1,1,1,1,1,0,0,average
2238,24,46,6,0,1,1,1,1,1,0,0,average
2239,25,51,6,0,1,1,1,1,1,0,0,average
2240,26,46,6,0,1,1,1,1,1,0,0,high
2241,6,49,12,0,1,1,1,1,1,1,1,low
2242,7,50,12,0,1,1,1,1,1,1,1,low
2243,8,50,12,0,1,1,1,1,1,1,1,low
2244,9,50,12,1,1,1,1,1,1,1,1,average
2245,10,50,12,1,1,1,1,1,1,1,1,average
2246,11,48,12,0,1,1,1,1,1,1,1,average
2247,12,49,12,0,1,1,1,1,1,1,1,average
2248,13,48,12,1,1,0,0,1,1,0,1,high
2249,14,50,12,1,1,0,0,1,1,0,1,high
2250,15,48,12,1,1,0,0,1,1,0,1,high
2251,16,47,12,1,1,0,0,1,1,0,1,very high
2252,17,48,12,1,1,0,0,1,1,0,1,very high
2253,18,48,12,1,1,0,0,1,1,0,1,very high
2254,19,47,12,1,1,0,0,1,1,0,1,very high
2255,12,49,16,1,0,1,1,0,0,0,1,average
2256,13,49,16,1,0,1,1,0,0,0,1,average
2257,14,50,16,1,0,1,1,0,0,0,1,high
2258,15,49,16,1,0,1,1,0,0,0,1,high
2259,16,50,16,1,0,1,1,0,0,0,1,high
2260,17,46,16,1,0,1,1,0,0,0,1,very high
2261,18,47,16,1,0,1,1,0,0,0,1,very high
2262,3,33,14,0,0,0,1,1,1,1,1,low
2263,4,50,14,0,0,0,1,1,1,1,1,average
2264,5,37,14,0,0,0,1,1,1,1,1,average
2265,6,42,14,0,0,0,1,1,1,1,1,high
2266,7,32,14,0,0,0,1,1,1,1,1,high
2267,8,47,14,0,0,0,0,1,1,1,1,very high
2268,9,48,14,0,0,0,0,1,1,1,1,very high
2269,35,50,15,1,0,1,1,1,1,0,1,low
2270,36,50,15,1,0,1,1,1,1,0,1,low
2271,37,50,15,1,0,1,1,1,1,0,1,average
2272,38,50,15,1,0,1,1,1,1,0,1,average
2273,39,50,15,1,0,1,1,1,1,0,1,average
2274,40,50,15,1,0,1,1,1,1,0,1,average
2275,41,50,15,1,0,1,1,1,1,0,1,average
2276,22,48,12,1,0,0,1,1,1,0,1,average
2277,23,47,12,1,0,0,1,1,1,0,1,average
2278,24,47,12,1,0,0,1,1,1,0,1,average
2279,25,47,12,1,0,0,1,1,1,0,1,high
2280,26,47,12,1,0,0,1,1,1,0,1,high
2281,27,47,12,1,0,0,1,1,1,0,1,very high
2282,28,47,12,1,0,1,0,1,1,0,1,very high
2283,10,39,12,0,0,1,1,0,0,0,0,low
2284,11,39,12,0,0,1,1,0,0,0,0,low
2285,12,41,12,0,0,1,1,0,0,0,0,low
2286,13,37,12,1,0,1,1,0,0,0,0,low
2287,14,37,12,1,0,1,1,0,0,1,0,average
2288,15,36,12,0,0,1,1,0,0,0,0,low
2289,16,36,12,0,0,1,1,0,0,0,0,low
2290,31,48,10,1,1,0,1,1,1,0,1,average
2291,32,48,10,0,1,0,1,1,1,0,1,average
2292,33,48,10,0,1,0,1,1,1,1,1,high
2293,34,49,10,0,1,0,1,1,1,1,1,high
2294,35,48,10,0,1,0,1,1,1,0,1,high
2295,36,50,10,0,1,0,1,1,1,0,1,very high
2296,37,49,10,0,1,0,1,1,1,0,1,very high
2297,38,49,15,0,1,0,1,1,1,0,1,average
2298,39,48,15,0,1,0,1,1,1,0,1,average
2299,40,48,15,1,1,0,1,1,1,0,1,average
2300,41,48,15,1,1,0,1,1,1,0,1,average
2301,42,48,15,1,1,0,1,1,1,0,1,average
2302,43,48,15,0,1,0,1,1,1,0,1,high
2303,44,48,15,1,1,0,1,1,1,0,1,high
2304,35,45,17,1,0,0,1,1,1,0,1,high
2305,36,36,17,1,0,0,1,1,1,0,1,high
2306,37,36,17,1,0,0,1,1,1,0,1,high
2307,38,35,17,1,0,0,1,1,1,0,1,high
2308,39,35,17,1,0,0,1,1,1,0,1,high
2309,40,35,17,1,0,0,1,1,1,0,1,very high
2310,41,36,17,1,0,0,1,1,1,0,1,very high
2311,38,46,11,0,1,0,1,1,1,0,1,high
2312,39,49,11,0,1,0,1,1,1,1,1,high
2313,40,43,11,0,1,0,1,1,1,0,1,high
2314,41,48,11,0,1,0,1,1,1,1,1,very high
2315,42,47,11,0,1,0,1,1,1,1,1,very high
2316,43,48,11,0,1,0,1,1,1,1,1,very high
2317,44,47,11,0,1,0,1,1,1,0,1,very high
2318,36,30,12,0,0,1,1,0,0,0,0,low
2319,37,48,12,0,0,1,1,0,0,0,0,low
2320,38,49,12,0,0,1,1,0,0,0,0,low
2321,39,46,12,0,0,1,1,0,0,0,0,low
2322,40,47,12,0,0,1,1,0,0,0,0,low
2323,41,46,12,0,0,1,1,0,0,0,0,low
2324,42,48,12,0,0,1,1,0,0,0,0,low
2325,6,49,12,0,0,0,1,1,1,1,1,average
2326,7,47,12,0,0,0,1,1,1,1,1,average
2327,8,50,12,0,0,0,1,1,1,1,1,average
2328,9,46,12,0,0,0,1,1,1,1,1,average
2329,10,48,12,0,0,0,1,1,1,1,1,high
2330,11,48,12,0,0,0,1,1,1,1,1,very high
2331,12,48,12,0,0,0,1,1,1,1,1,high
2332,35,50,5,0,1,1,0,1,1,0,1,low
2333,36,51,5,0,1,1,0,1,1,0,1,low
2334,37,51,5,0,1,1,0,1,1,0,1,low
2335,38,50,5,0,1,1,0,1,1,0,1,low
2336,39,43,5,0,1,1,0,1,1,0,1,low
2337,40,51,5,0,1,1,0,1,1,0,1,low
2338,41,49,5,0,1,1,0,1,1,0,1,average
2339,24,42,16,1,0,1,1,1,0,0,1,low
2340,25,50,16,1,0,1,1,1,0,0,1,average
2341,26,47,16,1,0,1,1,1,0,0,1,average
2342,27,45,16,1,0,1,1,1,0,0,1,high
2343,28,49,16,1,0,1,1,1,0,0,1,high
2344,29,46,16,1,0,1,1,1,0,0,1,very high
2345,30,48,16,1,0,1,1,1,0,0,1,very high
2346,28,50,14,1,1,1,0,1,1,0,1,low
2347,29,49,14,0,0,1,0,1,1,0,1,average
2348,30,50,14,0,0,1,0,1,1,0,1,average
2349,31,48,14,0,0,1,0,1,1,0,1,average
2350,32,52,14,1,0,1,0,1,1,0,1,high
2351,33,50,14,1,0,1,0,1,1,0,1,average
2352,34,47,14,0,0,1,0,1,1,0,1,high
2353,4,49,12,0,0,1,1,1,1,0,1,average
2354,5,52,12,1,0,1,1,1,1,0,1,high
2355,6,52,12,1,0,1,1,1,1,0,1,high
2356,7,50,12,1,0,1,1,1,1,0,1,very high
2357,8,51,12,1,0,1,1,1,1,0,1,very high
2358,9,50,12,1,0,1,1,1,1,0,1,very high
2359,10,50,12,1,0,1,1,1,1,0,1,very high
2360,9,49,12,0,0,0,1,0,0,1,1,low
2361,10,49,12,0,0,0,1,0,0,1,1,low
2362,11,49,12,0,0,0,1,0,0,1,1,low
2363,12,48,12,0,0,0,1,0,0,1,1,low
2364,13,47,12,0,0,0,1,0,0,1,1,average
2365,14,47,12,0,0,0,1,0,0,1,1,average
2366,15,47,12,0,0,0,1,0,0,1,1,high
2367,9,51,12,1,0,0,0,0,0,0,1,low
2368,10,50,12,1,0,0,0,0,0,0,1,low
2369,11,49,12,1,0,0,0,0,0,0,1,low
2370,12,48,12,1,0,0,0,0,0,0,1,low
2371,13,49,12,1,0,0,0,0,0,0,1,low
2372,14,47,12,1,0,0,0,0,0,0,1,low
2373,15,48,12,1,0,0,0,0,0,0,1,low
2374,28,23,12,1,0,0,1,1,1,1,1,average
2375,29,42,12,1,0,0,1,1,1,1,1,average
2376,30,47,12,1,0,0,1,1,1,1,1,high
2377,31,47,12,1,0,0,1,1,1,1,1,high
2378,32,47,12,1,0,0,1,1,1,1,1,high
2379,33,47,12,1,0,0,1,1,1,1,1,high
2380,34,47,12,1,0,0,1,1,1,1,1,very high
2381,7,48,17,1,0,0,1,1,1,0,1,high
2382,8,48,17,1,0,0,1,1,1,0,1,high
2383,9,49,17,1,0,0,1,1,1,0,1,very high
2384,10,48,17,1,1,0,1,1,1,0,1,very high
2385,11,49,17,1,1,0,1,1,1,0,1,very high
2386,12,48,17,1,1,0,1,1,1,0,1,very high
2387,13,49,17,1,1,0,1,1,1,0,1,very high
2388,31,48,9,1,1,0,1,1,1,0,1,average
2389,32,48,9,1,1,0,1,1,1,0,1,average
2390,33,47,9,1,1,0,1,1,1,0,1,average
2391,34,48,9,1,1,0,1,1,1,1,1,high
2392,35,48,9,1,1,0,1,1,1,0,1,high
2393,36,48,9,1,1,0,1,1,1,0,1,very high
2394,37,47,9,1,1,0,1,1,1,0,1,very high
2395,27,45,12,1,1,0,1,1,1,0,1,high
2396,28,47,12,1,1,0,1,1,1,0,1,high
2397,29,46,12,1,1,0,1,1,1,1,1,very high
2398,30,46,12,1,1,0,1,1,1,0,1,very high
2399,31,46,12,1,1,0,1,1,1,0,1,very high
2400,32,45,12,1,1,0,1,1,1,0,1,very high
2401,33,43,12,1,1,0,1,1,1,0,1,very high
2402,19,49,17,1,0,0,1,1,1,0,1,high
2403,20,46,17,1,1,0,1,1,1,0,1,high
2404,21,50,17,1,0,0,1,0,1,0,1,very high
2405,22,47,17,1,0,0,1,0,1,0,1,very high
2406,23,50,17,1,1,0,1,1,1,0,1,very high
2407,24,49,17,1,1,0,1,1,1,0,1,very high
2408,25,48,17,1,1,0,1,1,1,0,1,very high
2409,17,49,11,1,1,0,1,1,1,1,0,low
2410,18,50,11,1,1,0,1,1,1,1,0,low
2411,19,50,11,1,1,0,1,1,1,1,0,low
2412,20,50,11,1,1,0,1,1,1,1,0,average
2413,21,49,11,1,1,0,1,1,1,1,0,average
2414,22,49,11,1,1,0,1,1,1,1,0,average
2415,23,49,11,1,1,0,1,1,1,1,0,average
2416,22,38,17,1,0,0,1,1,1,1,1,high
2417,23,44,17,1,0,0,1,1,1,1,1,high
2418,24,42,17,1,0,0,1,1,1,1,1,average
2419,25,37,17,1,0,0,1,1,1,1,1,very high
2420,26,39,17,1,0,0,1,1,1,1,1,very high
2421,27,36,17,1,0,0,1,1,1,1,1,very high
2422,28,40,17,1,0,0,1,1,1,1,1,very high
2423,18,38,17,1,0,0,0,1,1,0,1,high
2424,19,39,17,1,0,0,0,1,1,0,1,high
2425,20,36,17,1,0,0,0,1,1,0,1,high
2426,21,37,17,1,0,0,0,1,1,0,1,very high
2427,22,39,17,1,0,0,0,1,1,0,1,very high
2428,23,39,17,1,0,0,0,1,1,0,1,very high
2429,24,36,17,1,0,0,0,1,1,0,1,very high
2430,27,48,16,1,1,1,1,1,1,0,1,high
2431,28,47,16,1,1,1,1,1,1,0,1,high
2432,29,49,16,1,1,1,1,1,1,0,1,very high
2433,30,48,16,1,1,1,1,1,1,0,1,very high
2434,31,48,16,1,1,1,1,1,1,0,1,very high
2435,32,35,16,1,1,1,1,1,1,0,1,very high
2436,33,25,16,1,1,1,1,0,1,0,1,very high
2437,3,51,12,0,0,1,1,1,1,0,1,low
2438,4,49,12,1,0,1,1,1,1,0,1,average
2439,5,50,12,1,0,1,1,1,1,0,1,average
2440,6,50,12,1,0,1,1,1,1,0,1,high
2441,7,49,12,1,0,1,1,1,1,0,1,very high
2442,8,48,12,1,0,1,1,1,1,0,1,very high
2443,9,49,12,1,0,1,1,1,1,0,1,very high
2444,37,40,11,0,0,1,1,1,1,1,1,average
2445,38,38,11,0,0,1,1,1,1,1,1,high
2446,39,46,11,0,0,1,1,1,1,0,1,high
2447,40,46,11,0,0,1,1,1,1,1,1,high
2448,41,46,11,0,0,1,1,1,1,1,1,very high
2449,42,44,11,1,0,1,1,1,1,1,1,very high
2450,43,43,11,0,0,1,1,1,1,1,1,very high
2451,23,49,8,0,1,0,0,1,1,0,1,low
2452,24,49,8,0,1,0,0,1,1,0,1,low
2453,25,48,8,0,1,0,0,1,1,1,1,average
2454,26,51,8,0,1,0,0,1,1,1,1,average
2455,27,47,8,0,1,0,0,1,1,1,1,high
2456,28,44,8,0,1,0,0,1,1,1,1,high
2457,29,50,8,0,1,0,0,1,1,1,1,high
2458,5,50,14,1,0,1,1,1,1,0,1,average
2459,6,49,14,1,0,1,1,1,1,0,1,average
2460,7,49,14,1,0,1,1,1,1,0,1,average
2461,8,48,14,1,0,1,1,1,1,0,1,high
2462,9,49,14,1,0,1,1,1,1,0,1,high
2463,10,48,14,1,0,1,1,1,1,0,1,very high
2464,11,48,14,1,0,1,1,1,1,0,1,very high
2465,30,47,17,1,1,0,1,1,1,0,1,high
2466,31,48,17,1,1,0,1,1,1,0,1,high
2467,32,45,17,1,1,0,1,1,1,0,1,very high
2468,33,47,17,1,1,0,1,1,1,0,1,very high
2469,34,47,17,1,1,0,1,1,1,0,1,very high
2470,35,47,17,1,1,0,1,1,1,0,1,very high
2471,36,47,17,1,1,0,1,1,1,0,1,very high
2472,21,49,12,0,1,0,1,1,1,1,0,average
2473,22,47,12,0,1,0,1,1,1,1,0,average
2474,23,48,12,0,1,0,1,1,1,1,0,average
2475,24,49,12,0,1,0,1,1,1,1,0,average
2476,25,49,12,0,1,0,1,1,1,1,0,high
2477,26,46,12,0,1,0,1,1,1,1,0,very high
2478,27,49,12,0,1,0,1,1,1,1,0,very high
2479,7,47,12,1,0,1,1,1,1,0,1,low
2480,8,50,12,1,0,1,1,1,1,0,1,low
2481,9,50,12,0,0,1,1,1,1,1,1,average
2482,10,51,12,0,0,1,1,1,1,1,1,high
2483,11,49,12,0,0,1,1,1,1,0,1,low
2484,12,51,12,0,0,0,0,1,1,0,1,low
2485,13,51,12,0,0,0,0,1,1,0,1,low
2486,4,50,12,0,1,0,1,1,1,0,1,low
2487,5,50,12,0,1,0,1,1,1,0,1,average
2488,6,50,12,0,1,0,1,1,1,0,1,average
2489,7,50,12,0,1,0,1,1,1,0,1,high
2490,8,50,12,0,1,0,1,1,1,0,1,high
2491,9,51,12,0,1,0,1,1,1,0,1,very high
2492,10,50,12,0,1,0,1,1,1,0,1,very high
2493,16,44,12,0,1,0,1,1,1,1,1,low
2494,17,49,12,0,1,0,1,1,1,1,1,average
2495,18,46,12,0,1,0,1,1,1,1,1,average
2496,19,48,12,0,1,0,1,1,1,1,1,average
2497,20,48,12,0,1,0,1,1,1,1,1,high
2498,21,48,12,0,1,0,1,1,1,1,1,high
2499,22,48,12,0,1,0,1,1,1,1,1,very high
2500,16,40,16,1,0,0,0,1,1,1,1,average
2501,17,36,16,1,0,0,0,1,1,1,1,average
2502,18,39,16,1,0,0,0,1,1,0,1,average
2503,19,35,16,1,0,0,0,1,1,1,1,high
2504,20,38,16,1,0,0,0,1,1,1,1,high
2505,21,37,16,1,0,0,0,1,1,1,1,average
2506,22,36,16,1,0,0,0,1,1,1,1,very high
2507,36,48,10,0,1,0,0,1,1,1,1,low
2508,37,49,10,0,1,0,0,1,1,1,1,low
2509,38,40,10,0,1,0,0,1,1,1,1,low
2510,39,48,10,0,1,0,0,1,1,1,1,low
2511,40,49,10,0,1,0,0,1,1,1,1,low
2512,41,39,10,0,1,0,0,1,1,1,1,low
2513,42,48,10,0,1,0,0,1,1,1,1,average
2514,28,48,12,1,1,0,1,1,1,0,1,high
2515,29,48,12,1,1,0,1,1,1,0,1,high
2516,30,49,12,1,1,0,1,1,1,0,1,very high
2517,31,48,12,1,1,0,1,1,1,0,1,very high
2518,32,47,12,1,1,0,1,1,1,0,1,very high
2519,33,46,12,1,1,0,1,1,1,0,1,very high
2520,34,48,12,1,1,0,1,1,1,0,1,very high
2521,5,49,17,1,0,0,1,0,0,0,1,low
2522,6,52,17,1,0,0,1,0,0,0,1,low
2523,7,20,17,1,0,0,1,0,0,0,1,low
2524,8,50,17,1,0,0,1,0,0,0,1,low
2525,9,49,17,1,0,0,1,0,0,0,1,low
2526,10,48,17,1,0,1,1,0,0,0,1,very high
2527,11,51,17,1,0,1,1,0,0,0,1,very high
2528,20,52,10,0,0,1,0,1,1,0,1,average
2529,21,52,10,0,0,1,0,1,1,0,1,average
2530,22,51,10,0,0,1,0,1,1,0,1,high
2531,23,51,10,0,0,1,0,1,1,0,1,high
2532,24,52,10,0,0,1,0,1,1,0,1,very high
2533,25,52,10,0,0,1,0,1,1,0,1,very high
2534,26,51,10,0,0,1,0,1,1,0,1,very high
2535,15,49,12,0,1,0,0,1,1,1,1,low
2536,16,49,12,0,1,0,0,1,1,1,1,low
2537,17,49,12,0,1,0,0,1,1,1,1,low
2538,18,42,12,0,1,0,0,1,1,1,1,average
2539,19,34,12,0,1,0,0,1,1,1,1,average
2540,20,47,12,0,1,0,0,1,1,1,1,high
2541,21,47,12,0,0,0,0,1,1,1,1,high
2542,20,49,13,1,1,0,1,0,0,0,1,average
2543,21,47,13,1,1,0,1,0,0,0,1,average
2544,22,48,13,1,1,0,1,0,0,0,1,average
2545,23,47,13,1,1,0,1,0,0,0,1,high
2546,24,48,13,1,1,0,1,0,0,0,1,high
2547,25,47,13,1,1,0,1,0,0,0,1,high
2548,26,47,13,0,1,0,1,0,0,0,1,high
2549,32,48,17,1,0,0,1,1,1,0,1,high
2550,33,49,17,1,0,0,1,1,1,0,1,high
2551,34,49,17,1,0,0,1,1,1,0,1,low
2552,35,50,17,1,0,0,1,1,1,0,1,very high
2553,36,48,17,1,0,0,1,1,1,0,1,very high
2554,37,47,17,1,0,0,1,1,1,0,1,very high
2555,38,49,17,1,0,0,1,1,1,0,1,very high
2556,12,47,12,0,0,0,1,1,1,0,1,average
2557,13,50,12,0,0,0,1,1,1,0,1,average
2558,14,51,12,0,0,0,1,1,1,0,1,average
2559,15,46,12,1,0,1,1,1,1,0,1,low
2560,16,52,12,1,0,1,1,1,1,0,1,high
2561,17,51,12,1,0,1,1,1,1,0,1,high
2562,18,50,12,1,0,1,1,1,1,0,1,average
2563,25,50,9,0,1,0,1,1,1,0,1,average
2564,26,42,9,0,1,0,1,1,1,0,1,high
2565,27,49,9,0,1,0,1,1,1,0,1,high
2566,28,48,9,0,1,0,1,1,1,0,1,high
2567,29,38,9,0,1,0,1,1,1,0,1,high
2568,30,50,9,0,1,0,1,1,1,0,1,very high
2569,31,49,9,0,1,0,1,1,1,0,1,very high
2570,9,49,16,1,1,1,1,1,1,0,1,average
2571,10,49,16,1,1,1,1,1,1,0,1,average
2572,11,49,16,1,0,1,1,1,1,0,1,high
2573,12,47,16,1,0,1,1,1,1,0,1,very high
2574,13,49,16,1,0,1,1,1,1,0,1,very high
2575,14,48,16,1,0,1,1,1,1,0,1,very high
2576,15,48,16,1,0,1,1,1,1,0,1,very high
2577,2,50,14,0,0,0,1,1,1,1,1,low
2578,3,50,14,0,0,0,1,1,1,1,1,average
2579,4,50,14,1,0,0,1,1,1,1,1,high
2580,5,49,14,0,0,0,1,1,1,1,1,high
2581,6,50,14,0,0,0,1,1,1,1,1,very high
2582,7,49,14,0,0,0,1,1,1,1,1,very high
2583,8,48,14,0,0,0,1,1,1,1,1,very high
2584,9,49,12,1,0,0,1,1,1,1,1,average
2585,10,49,12,1,0,0,1,1,1,1,1,average
2586,11,49,12,1,0,0,1,1,1,1,1,high
2587,12,49,12,1,0,0,1,1,1,1,1,high
2588,13,47,12,1,0,0,1,1,1,1,1,very high
